to_node	from_node	metric	failure_prob	d_prob	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20
4.0	6.0	1000.0	0.0019339158446117	0.00154713267568936	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	1.0	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585
4.0	8.0	1000.0	0.0003917884422462	0.00031343075379696003	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	1.0	0.0001958942211231	0.0001958942211231	0.0001958942211231
5.0	1.0	1000.0	0.0005823819872153	0.00046590558977224	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765	1.0	0.00029119099360765	0.00029119099360765	0.00029119099360765	0.00029119099360765
5.0	4.0	1000.0	0.0034194042281571	0.00273552338252568	0.00170970211407855	0.00170970211407855	0.00170970211407855	1.0	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855	0.00170970211407855
5.0	15.0	1000.0	0.0019179874357453	0.00153438994859624	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	1.0	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265
6.0	1.0	1000.0	0.0014712701504022	0.00117701612032176	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	1.0	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011	0.0007356350752011
6.0	4.0	1000.0	0.0019339158446117	0.00154713267568936	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	1.0	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585	0.00096695792230585
6.0	7.0	1000.0	0.0005578217360809	0.00044625738886472	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	1.0	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045
6.0	16.0	1000.0	0.001784232521874	0.0014273860174992	0.000892116260937	1.0	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937
7.0	6.0	1000.0	0.0005578217360809	0.00044625738886472	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	1.0	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045	0.00027891086804045
7.0	10.0	1000.0	0.0034502145551361	0.00276017164410888	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	1.0	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805
8.0	4.0	1000.0	0.0003917884422462	0.00031343075379696003	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	0.0001958942211231	1.0	0.0001958942211231	0.0001958942211231	0.0001958942211231
8.0	12.0	1000.0	0.0081998642083865	0.0065598913667092	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	1.0
9.0	2.0	1000.0	0.0061124016491001	0.00488992131928008	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	0.00305620082455005	1.0	0.00305620082455005
9.0	17.0	1000.0	3.925190419925068e-07	3.1401523359400543e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07
10.0	3.0	1000.0	1.3054973985484508e-06	1.0443979188387606e-06	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07	6.527486992742254e-07
10.0	7.0	1000.0	0.0034502145551361	0.00276017164410888	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	1.0	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805	0.00172510727756805
11.0	12.0	1000.0	0.0037547517109769	0.00300380136878152	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	1.0	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845
11.0	17.0	1000.0	0.0051009381014375	0.00408075048115	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	1.0	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875
12.0	8.0	1000.0	0.0081998642083865	0.0065598913667092	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	0.00409993210419325	1.0
12.0	11.0	1000.0	0.0037547517109769	0.00300380136878152	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	1.0	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845	0.00187737585548845
12.0	13.0	1000.0	0.0027528992419878	0.00220231939359024	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	1.0	0.0013764496209939	0.0013764496209939
13.0	12.0	1000.0	0.0027528992419878	0.00220231939359024	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	0.0013764496209939	1.0	0.0013764496209939	0.0013764496209939
13.0	14.0	1000.0	0.001340051819959	0.0010720414559672001	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	1.0	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795
14.0	13.0	1000.0	0.001340051819959	0.0010720414559672001	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	1.0	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795	0.0006700259099795
14.0	15.0	1000.0	0.0095972765519544	0.0076778212415635205	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	1.0	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772
14.0	17.0	1000.0	0.0010986729880215	0.0008789383904172001	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	1.0	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075
15.0	5.0	1000.0	0.0019179874357453	0.00153438994859624	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	1.0	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265	0.00095899371787265
15.0	14.0	1000.0	0.0095972765519544	0.0076778212415635205	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	1.0	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772	0.0047986382759772
15.0	16.0	1000.0	0.0008482231826304	0.00067857854610432	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	1.0	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152
16.0	6.0	1000.0	0.001784232521874	0.0014273860174992	0.000892116260937	1.0	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937	0.000892116260937
16.0	15.0	1000.0	0.0008482231826304	0.00067857854610432	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	1.0	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152	0.0004241115913152
17.0	1.0	1000.0	0.0018180377945133	0.00145443023561064	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	1.0	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665	0.00090901889725665
17.0	9.0	1000.0	3.925190419925068e-07	3.1401523359400543e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07	1.962595209962534e-07
17.0	11.0	1000.0	0.0051009381014375	0.00408075048115	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	1.0	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875	0.00255046905071875
17.0	14.0	1000.0	0.0010986729880215	0.0008789383904172001	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	1.0	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075	0.00054933649401075
