to_node	from_node	metric	failure_prob	d_prob	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16
4.0	8.0	1000.0	0.0037547517109769	0.00300380136878152	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.0	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675
5.0	2.0	1000.0	0.0014712701504022	0.00117701612032176	0.0011034526128016501	0.0011034526128016501	0.0011034526128016501	0.0011034526128016501	0.0011034526128016501	0.0011034526128016501	0.0011034526128016501	0.0011034526128016501	0.0011034526128016501	0.0011034526128016501	0.0	0.0011034526128016501	0.0011034526128016501	0.0011034526128016501	0.0011034526128016501	0.0011034526128016501	0.0011034526128016501
5.0	4.0	1000.0	0.001340051819959	0.0010720414559672001	0.00100503886496925	0.00100503886496925	0.00100503886496925	0.00100503886496925	0.00100503886496925	0.00100503886496925	0.00100503886496925	0.00100503886496925	0.00100503886496925	0.00100503886496925	0.00100503886496925	0.00100503886496925	0.0	0.00100503886496925	0.00100503886496925	0.00100503886496925	0.00100503886496925
5.0	6.0	1000.0	0.0001249775804426	9.998206435408001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05
6.0	3.0	1000.0	0.0010986729880215	0.0008789383904172001	0.0008240047410161251	0.0008240047410161251	0.0008240047410161251	0.0008240047410161251	0.0	0.0008240047410161251	0.0008240047410161251	0.0008240047410161251	0.0008240047410161251	0.0008240047410161251	0.0008240047410161251	0.0008240047410161251	0.0008240047410161251	0.0008240047410161251	0.0008240047410161251	0.0008240047410161251	0.0008240047410161251
6.0	5.0	1000.0	0.0001249775804426	9.998206435408001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05	9.373318533195001e-05
6.0	7.0	1000.0	0.0034502145551361	0.00276017164410888	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.0	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075
6.0	8.0	1000.0	0.001784232521874	0.0014273860174992	0.0013381743914055	0.0	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055
7.0	4.0	1000.0	0.0005578217360809	0.00044625738886472	0.000418366302060675	0.000418366302060675	0.000418366302060675	0.000418366302060675	0.000418366302060675	0.000418366302060675	0.0	0.000418366302060675	0.000418366302060675	0.000418366302060675	0.000418366302060675	0.000418366302060675	0.000418366302060675	0.000418366302060675	0.000418366302060675	0.000418366302060675	0.000418366302060675
7.0	6.0	1000.0	0.0034502145551361	0.00276017164410888	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.0	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075	0.002587660916352075
7.0	8.0	1000.0	0.0051009381014375	0.00408075048115	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.0	0.003825703576078125	0.003825703576078125
7.0	11.0	1000.0	1.3054973985484508e-06	1.0443979188387606e-06	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07
8.0	4.0	1000.0	0.0037547517109769	0.00300380136878152	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.0	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675	0.002816063783232675
8.0	6.0	1000.0	0.001784232521874	0.0014273860174992	0.0013381743914055	0.0	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055	0.0013381743914055
8.0	7.0	1000.0	0.0051009381014375	0.00408075048115	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.003825703576078125	0.0	0.003825703576078125	0.003825703576078125
8.0	10.0	1000.0	0.0019179874357453	0.00153438994859624	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749
9.0	10.0	1000.0	0.0018180377945133	0.00145443023561064	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749
9.0	11.0	1000.0	0.0034194042281571	0.00273552338252568	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.0	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825
10.0	8.0	1000.0	0.0019179874357453	0.00153438994859624	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749	0.0014384905768089749
10.0	9.0	1000.0	0.0018180377945133	0.00145443023561064	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749	0.0	0.0013635283458849749	0.0013635283458849749	0.0013635283458849749
10.0	11.0	1000.0	0.0008482231826304	0.00067857854610432	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728
10.0	12.0	1000.0	3.925190419925068e-07	3.1401523359400543e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07
11.0	7.0	1000.0	1.3054973985484508e-06	1.0443979188387606e-06	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07	9.79123048911338e-07
11.0	9.0	1000.0	0.0034194042281571	0.00273552338252568	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.0	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825	0.002564553171117825
11.0	10.0	1000.0	0.0008482231826304	0.00067857854610432	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728	0.0006361673869728
11.0	12.0	1000.0	0.0095972765519544	0.0076778212415635205	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005
12.0	10.0	1000.0	3.925190419925068e-07	3.1401523359400543e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07	2.943892814943801e-07
12.0	11.0	1000.0	0.0095972765519544	0.0076778212415635205	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005	0.0071979574139658005
